cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.24,"[""100000000437046100"", ""100000008477350100"", ""100000008686313100"", ""100000002741024100"", ""100000002398779100""]",Преобладают признаки роли terminal (108 узлов); назначение группы требует проверки.
1,56,1,10014014.02,"[""100000002894076100"", ""100000005778283100"", ""100000005782781100"", ""100000002921047100"", ""100000003158727100""]",Преобладают признаки роли terminal (32 узлов); назначение группы требует проверки.
2,146,3,19519090.0,"[""100000003684369100"", ""100000008165763100"", ""100000007908818100"", ""100000002988894100"", ""100000003946524100""]",Преобладают признаки роли terminal (95 узлов); назначение группы требует проверки.
3,41,3,4888834.28,"[""100000004156082100"", ""100000005339662100"", ""100000000076451100"", ""100000004820260100"", ""100000008188026100""]",Преобладают признаки роли terminal (24 узлов); назначение группы требует проверки.
4,158,1,32434270.59,"[""100000008489922100"", ""100000008547948100"", ""100000004997515100"", ""100000008710791100"", ""100000008547844100""]",Преобладают признаки роли terminal (57 узлов); назначение группы требует проверки.
5,4,0,460000.0,"[""100000006069103100"", ""100000000201868100"", ""100000003192220100"", ""100000006787636100""]",Преобладают признаки роли transit (2 узлов); назначение группы требует проверки.
6,5,0,1189154.0,"[""100000000291906100"", ""100000000291908100"", ""100000004670388100"", ""100000004722630100"", ""100000004691350100""]",Преобладают признаки роли transit (1 узлов); назначение группы требует проверки.
7,53,1,2993313.0,"[""100000001899164100"", ""100000003265158100"", ""100000004386258100"", ""100000002193259100"", ""100000004662806100""]",Преобладают признаки роли terminal (23 узлов); назначение группы требует проверки.
8,106,0,11794744.0,"[""100000008603629100"", ""100000001857829100"", ""100000000661912100"", ""100000004679953100"", ""100000002723538100""]",Преобладают признаки роли terminal (25 узлов); назначение группы требует проверки.
9,6,1,1615030.0,"[""100000008736940100"", ""100000008751429100"", ""100000005456919100"", ""100000008193577100"", ""100000008659445100""]",Преобладают признаки роли consolidator (3 узлов); назначение группы требует проверки.
